year,statefip,state,zev,phev,hev,biodiesel,eth_flex,compressed_natural_gas,propane,hydrogen,methanol,gas,diesel,unknown
2020,50,Vermont,"2,200","2,300","13,900",0,"58,800",500,0,0,0,"501,000","19,700","6,800"
2020,51,Virginia,"20,500","11,200","157,800",0,"618,500","12,200",0,0,0,"6,646,500","183,700","46,800"
2020,53,Washington,"50,500","18,400","211,300",0,"424,000","18,700",0,0,0,"5,687,600","326,300","95,300"
2020,54,West Virginia,600,700,"11,900",0,"178,200","2,800",0,0,0,"1,216,500","57,800","14,200"
2020,55,Wisconsin,"6,300","5,900","82,500",0,"755,700","8,700",0,0,0,"4,494,600","175,200","41,900"
2020,56,Wyoming,300,300,"4,700",0,"77,100","3,600",0,0,0,"456,200","77,400","18,700"
2021,1,Alabama,"4,700","3,300","42,500","40,500","449,500",500,100,0,0,"4,051,000","123,500","32,000"
2021,2,Alaska,"1,300",500,"7,300","7,600","50,100",100,0,0,0,"464,200","31,700","6,300"
2021,4,Arizona,"40,700","15,500","132,200","51,000","460,400",900,900,0,0,"5,395,300","191,800","70,500"
2021,5,Arkansas,"2,400","1,800","26,100","28,700","290,200",300,0,0,0,"2,241,600","88,800","11,000"
2021,6,California,"563,100","315,300","1,355,900","163,600","1,343,200","12,600","1,500","11,800",0,"30,512,600","710,500","10,400"
2021,8,Colorado,"37,000","16,100","113,600","53,800","346,700",600,100,0,0,"4,456,600","208,400","53,500"
2021,9,Connecticut,"13,300","9,200","55,400","8,800","140,700",400,0,0,0,"2,578,400","44,300","21,500"
2021,10,Delaware,"3,000","2,000","16,700","4,100","67,400",100,0,0,0,"796,400","14,600","5,300"
2021,11,District of Columbia,"3,700","2,500","16,100",300,"17,400",100,0,0,0,"278,900","2,100",600
2021,12,Florida,"95,600","32,200","287,000","129,300","1,154,600",600,100,0,0,"15,595,900","336,900","97,400"
2021,13,Georgia,"34,000","13,600","128,200","70,200","745,200",700,300,0,0,"8,123,100","203,200","81,200"
2021,15,Hawaii,"14,200","4,500","28,800","2,800","42,200",100,0,0,0,"968,200","15,700","4,300"
2021,16,Idaho,"3,500","2,500","30,400","33,400","132,500",300,100,0,0,"1,545,500","133,500","29,400"
2021,17,Illinois,"36,500","18,300","214,300","48,100","822,300",800,100,0,0,"8,657,800","169,900","59,600"
2021,18,Indiana,"10,400","7,500","88,200","41,100","587,400",800,100,0,0,"5,149,000","151,600","61,000"
2021,19,Iowa,"3,700","3,600","42,500","31,100","343,600",300,0,0,0,"2,525,400","100,900","59,600"
2021,20,Kansas,"4,500","3,300","38,300","21,400","260,900",400,100,0,0,"2,158,100","85,900","19,900"
2021,21,Kentucky,"4,200","3,100","48,300","27,100","365,800",600,0,0,0,"3,422,900","116,200","28,300"
2021,22,Louisiana,"3,200","2,000","26,000","54,400","413,200",300,0,0,0,"3,185,200","115,000","20,700"
2021,23,Maine,"3,000","4,200","25,500","9,100","112,200",100,0,0,0,"1,044,300","27,400","8,900"
2021,24,Maryland,"25,600","17,200","130,900","27,700","347,200",400,0,0,0,"4,380,600","89,500","32,100"
2021,25,Massachusetts,"30,500","22,200","138,800","17,500","306,900",400,0,0,0,"4,816,400","59,700","30,800"
2021,26,Michigan,"17,500","17,200","106,400","52,100","912,200",500,100,0,0,"7,067,400","173,200","51,600"
2021,27,Minnesota,"15,000","8,900","95,200","40,100","548,700",300,0,0,0,"4,342,800","128,700","29,800"
2021,28,Mississippi,"1,300","1,100","18,700","27,400","305,000",200,0,0,0,"2,289,900","76,000","9,600"
2021,29,Missouri,"10,000","7,200","85,600","55,800","602,500","1,800",100,0,0,"4,582,100","172,100","40,700"
2021,30,Montana,"1,600","1,100","13,900","27,500","100,500",100,0,0,0,"761,800","70,900","12,200"
2021,31,Nebraska,"2,700","2,000","23,700","21,600","202,500",200,0,0,0,"1,574,900","73,800","27,300"
2021,32,Nevada,"17,400","6,300","50,200","21,300","133,600",300,100,0,0,"2,140,700","84,700","22,800"
2021,33,New Hampshire,"4,000","3,500","27,000","11,300","102,800",200,0,0,0,"1,187,400","29,300","12,700"
2021,34,New Jersey,"47,800","18,500","121,500","23,900","412,200",500,100,0,0,"6,346,100","86,400","38,100"
2021,35,New Mexico,"4,200","2,800","32,800","25,200","156,900",200,100,0,0,"1,569,000","87,600","24,500"
2021,36,New York,"51,900","44,600","221,600","43,000","663,700",900,100,0,0,"10,116,400","152,400","83,200"
2021,37,North Carolina,"25,200","13,500","151,600","61,000","687,700",800,200,0,0,"7,685,800","210,000","77,000"
2021,38,North Dakota,400,400,"5,400","16,000","95,700",100,0,0,0,"607,000","42,800","9,000"
2021,39,Ohio,"21,200","13,100","143,700","54,600","875,100","1,200",100,0,0,"9,019,200","199,200","68,800"
2021,40,Oklahoma,"7,100","6,900","38,700","50,700","391,100","2,400",300,0,0,"3,429,700","148,500","48,700"
2021,41,Oregon,"30,300","16,900","123,200","43,900","193,700",300,100,0,0,"3,094,700","217,800","63,900"
2021,42,Pennsylvania,"26,800","17,800","168,200","58,600","723,000","1,200",100,0,0,"9,035,500","195,000","51,000"
2021,44,Rhode Island,"2,500","2,400","16,300","2,500","44,100",100,0,0,0,"796,100","11,300","6,300"
2021,45,South Carolina,"7,400","4,700","57,400","32,100","411,800",400,100,0,0,"4,200,600","104,900","46,000"
2021,46,South Dakota,700,700,"8,700","16,900","105,000",100,0,0,0,"726,200","51,100","15,700"
2021,47,Tennessee,"12,200","6,300","79,800","38,400","511,000",500,100,0,0,"5,396,100","150,200","39,600"
2021,48,Texas,"80,900","30,600","304,700","376,300","2,422,300","2,200","1,600",0,0,"20,599,100","765,100","131,100"
2021,49,Utah,"16,500","7,500","58,500","51,600","190,200","2,600",700,0,0,"2,428,900","153,800","27,400"
2021,50,Vermont,"3,400","3,200","15,800","5,600","42,000",100,0,0,0,"511,900","15,000","5,400"
2021,51,Virginia,"30,700","15,800","176,500","35,300","506,600",600,100,0,0,"6,661,000","154,300","32,700"
2021,53,Washington,"66,800","24,300","240,000","59,000","359,700",600,100,0,0,"5,792,000","283,600","64,400"
2021,54,West Virginia,"1,000","1,000","14,500","13,900","129,800",200,0,0,0,"1,268,300","46,100","10,900"
2021,55,Wisconsin,"9,300","7,700","93,500","39,800","556,500",700,100,0,0,"4,639,100","143,300","29,900"
2021,56,Wyoming,500,400,"5,700","17,100","59,400",100,0,0,0,"482,400","62,100","15,600"
2022,1,Alabama,"8,700","4,400","50,800","48,100","449,800",100,100,0,0,"4,077,100","126,100","30,300"
2022,2,Alaska,"2,000",700,"9,000","8,700","48,600",0,0,0,0,"457,100","30,500","5,500"
2022,4,Arizona,"65,800","20,400","150,800","61,200","446,000",600,800,0,0,"5,476,100","198,700","70,100"
2022,5,Arkansas,"5,100","2,500","30,600","33,300","283,900",200,0,0,0,"2,229,500","89,700","10,600"
2022,6,California,"903,600","361,100","1,514,000","183,900","1,338,000","10,300","1,500","14,900",0,"31,059,000","725,300","8,200"
2022,8,Colorado,"59,900","24,000","131,800","62,100","346,400",300,100,0,0,"4,506,300","206,800","49,400"
2022,9,Connecticut,"22,000","13,100","64,500","10,100","139,800",200,0,0,0,"2,636,300","44,100","21,200"
2022,10,Delaware,"5,400","2,800","19,500","4,700","66,200",0,0,0,0,"795,400","14,500","5,100"
2022,11,District of Columbia,"5,900","3,200","17,200",400,"17,800",100,0,0,0,"272,200","2,000",600
2022,12,Florida,"168,000","45,800","338,700","150,900","1,137,200",400,100,0,0,"15,846,500","343,500","97,200"
2022,13,Georgia,"60,100","18,100","147,200","82,500","745,000",300,300,0,0,"8,204,500","205,900","78,500"
2022,15,Hawaii,"19,800","5,600","32,600","3,100","39,900",0,0,0,0,"960,000","15,500","4,000"
2022,16,Idaho,"5,900","3,500","36,500","40,300","133,300",100,100,0,0,"1,545,500","136,000","33,000"
2022,17,Illinois,"66,900","25,700","244,100","55,400","807,900",300,0,0,0,"8,606,400","171,300","59,500"
2022,18,Indiana,"17,700","10,100","100,900","49,100","587,100",300,0,0,0,"5,116,800","153,500","58,900"
2022,19,Iowa,"6,200","4,900","48,600","37,000","338,900",100,0,0,0,"2,521,300","103,000","58,200"
2022,20,Kansas,"7,600","4,300","43,500","25,000","260,100",200,100,0,0,"2,159,200","87,000","17,600"
2022,21,Kentucky,"7,600","4,400","55,800","32,300","363,800",300,0,0,0,"3,368,800","115,800","25,800"
2022,22,Louisiana,"5,900","2,900","31,400","60,100","397,500",100,0,0,0,"3,159,000","115,400","19,900"
2022,23,Maine,"5,000","5,700","28,900","10,500","109,100",0,0,0,0,"1,028,100","26,800","7,900"
2022,24,Maryland,"46,100","22,900","146,200","30,300","326,900",300,0,0,0,"4,373,900","88,400","31,800"
2022,25,Massachusetts,"49,400","30,500","158,600","19,500","297,000",200,0,0,0,"4,777,600","59,300","30,200"
2022,26,Michigan,"33,100","24,300","122,800","62,800","905,700",300,100,0,0,"7,071,800","175,400","49,600"
2022,27,Minnesota,"24,300","11,900","105,300","46,900","531,500",100,0,0,0,"4,180,500","127,300","25,600"
2022,28,Mississippi,"2,400","1,600","22,300","31,600","302,000",100,0,0,0,"2,275,400","75,400","9,100"
2022,29,Missouri,"17,900","10,400","95,100","61,300","576,700","1,200",100,0,0,"4,444,600","176,200","38,900"
2022,30,Montana,"3,300","1,700","17,100","33,200","98,000",0,0,0,0,"765,400","69,900","11,000"
2022,31,Nebraska,"4,600","2,900","27,300","25,600","201,800",100,0,0,0,"1,576,900","75,100","25,900"
2022,32,Nevada,"32,900","8,800","59,100","24,700","130,700",200,100,0,0,"2,157,700","85,200","21,300"
2022,33,New Hampshire,"7,000","4,800","31,100","12,900","95,400",100,0,0,0,"1,180,700","29,400","12,300"
2022,34,New Jersey,"87,000","26,800","142,600","25,900","404,200",300,0,0,0,"6,339,500","85,500","36,900"
2022,35,New Mexico,"7,100","3,900","37,600","28,600","155,900",100,100,0,0,"1,584,500","88,000","23,600"
2022,36,New York,"84,700","59,800","259,600","48,400","633,100",400,100,0,0,"9,987,400","152,000","80,800"
2022,37,North Carolina,"45,600","18,800","175,300","71,300","675,300",300,100,0,0,"7,700,300","209,600","73,700"
2022,38,North Dakota,600,600,"6,600","18,300","93,500",0,0,0,0,"614,300","43,800","7,800"
2022,39,Ohio,"34,100","17,800","165,700","63,400","868,500",700,100,0,0,"8,868,300","197,000","62,700"
2022,40,Oklahoma,"16,300","11,500","47,000","60,200","380,800","2,000",300,0,0,"3,538,100","147,500","46,200"
2022,41,Oregon,"47,000","22,500","138,900","50,200","186,300",100,100,0,0,"3,065,400","216,100","53,200"
2022,42,Pennsylvania,"47,400","25,400","199,600","68,100","698,500",500,100,0,0,"8,888,900","191,700","45,100"
2022,44,Rhode Island,"4,300","3,400","18,600","2,800","43,100",0,0,0,0,"782,500","11,200","6,100"
2022,45,South Carolina,"13,500","6,700","66,800","38,300","411,400",100,100,0,0,"4,254,700","107,600","45,500"
2022,46,South Dakota,"1,200","1,000","10,300","20,000","105,700",0,0,0,0,"739,400","53,000","14,500"
2022,47,Tennessee,"22,000","8,900","94,000","45,700","519,400",100,100,0,0,"5,536,100","157,700","38,600"
2022,48,Texas,"149,000","42,800","361,800","420,800","2,398,800","1,400","1,400",0,0,"21,065,800","771,000","133,200"
2022,49,Utah,"28,000","10,200","69,300","61,500","189,900","2,300",600,0,0,"2,454,700","155,000","26,000"
2022,50,Vermont,"5,300","4,200","17,800","6,400","40,000",0,0,0,0,"501,500","14,700","5,100"
2022,51,Virginia,"56,600","21,700","198,400","40,000","496,200",300,0,0,0,"6,643,300","153,700","31,900"
2022,53,Washington,"104,100","31,400","270,200","67,500","348,300",100,100,0,0,"5,650,700","277,400","52,700"
2022,54,West Virginia,"1,900","1,400","18,300","15,600","127,500",100,0,0,0,"1,267,500","45,700","10,900"
2022,55,Wisconsin,"15,700","10,000","105,200","46,500","549,700",300,0,0,0,"4,577,400","144,500","26,900"
2022,56,Wyoming,800,600,"6,900","19,100","58,600",0,0,0,0,"483,000","61,200","14,200"
